step,time,kinetic,elastic,total,rel_energy_drift,linear_momentum_err,angular_momentum_err
5200,5.2,0.000179112711841,1.08856438527e-05,0.000189998355694,0.0323463203849,9.12193757209e-11,9.04633886574e-06
5300,5.3,0.000126557933168,6.34908936026e-05,0.000190048826771,0.0320892733005,7.3337742667e-11,9.58772044712e-06
5400,5.4,0.00018375968254,6.01466981898e-06,0.000189774352359,0.0334871600005,9.24588134909e-11,9.59796277757e-06
5500,5.5,0.000122363890724,6.74873161393e-05,0.000189851206863,0.033095743224,1.03502119838e-10,1.00477331615e-05
5600,5.6,0.000187058128088,2.49685852258e-06,0.00018955498661,0.0346043805835,1.08763396994e-10,1.00927785474e-05
5700,5.7,0.000119599127804,7.00506593598e-05,0.000189649787164,0.0341215653307,1.21367246131e-10,1.04425030003e-05
5800,5.8,0.000188857872683,4.83010629935e-07,0.000189340883313,0.0356947997238,1.17028759254e-10,1.05767106209e-05
5900,5.9,0.000118378372793,7.10665221586e-05,0.000189444894952,0.0351650727964,1.26098179292e-10,1.08426138674e-05
6000,6,0.000189082100419,5.00776615859e-08,0.000189132178081,0.0367577267439,1.33913878155e-10,1.10128065849e-05
6100,6.1,0.000118741220598,7.04945010508e-05,0.000189235721649,0.0362303836793,1.27066584652e-10,1.11562170287e-05
6200,6.2,0.00018772257677,1.20618168648e-06,0.000188928758456,0.0377937343828,1.33336051895e-10,1.14069597197e-05
6300,6.3,0.000120661494186,6.83614585804e-05,0.000189022952766,0.0373140067016,1.15601749853e-10,1.14949897687e-05
6400,6.4,0.00018484431102,3.88625125465e-06,0.000188730562275,0.0388031392465,1.18519565731e-10,1.17580183419e-05
6500,6.5,0.000124038500462,6.47677091788e-05,0.000188806209641,0.0384178703729,1.37098498547e-10,1.17199572646e-05
6600,6.6,0.000180580535434,7.95632328729e-06,0.000188536858722,0.0397896633421,1.42222384073e-10,1.20473996016e-05
6700,6.7,0.000128710403994,5.98761438915e-05,0.000188586547885,0.0395365985096,1.2242909264e-10,1.19913431724e-05
6800,6.8,0.000175126266748,1.32211945983e-05,0.000188347461346,0.0407542562531,1.44921058002e-10,1.2290993439e-05
6900,6.9,0.000134455519298,5.39085910063e-05,0.000188364110305,0.0406694638052,1.48814860554e-10,1.21245067608e-05
7000,7,0.000168728584135,1.94325584568e-05,0.000188161142592,0.0417031698765,1.68052824003e-10,1.24673338227e-05
7100,7.1,0.000141006336518,4.71337370537e-05,0.000188140073571,0.041810473519,1.68112634272e-10,1.23161769621e-05
7200,7.2,0.000161676707056,2.63009051243e-05,0.000187977612181,0.0426378825865,1.61260107766e-10,1.25897912239e-05
7300,7.3,0.000148060703706,3.98544006604e-05,0.000187915104367,0.0429562322693,1.62368257491e-10,1.23574524166e-05
7400,7.4,0.000154284606655,3.35108257847e-05,0.00018779543244,0.0435657163859,1.55042259374e-10,1.26489797492e-05
7500,7.5,0.00015529518993,3.23951746112e-05,0.000187690364541,0.0441008228011,1.62402626088e-10,1.24523490687e-05
7600,7.6,0.000146883107616,4.07311133568e-05,0.000187614220973,0.0444886188114,1.6260123038e-10,1.26473854391e-05
7700,7.7,0.000162381183992,2.50855246903e-05,0.000187466708682,0.0452398927379,1.69563088444e-10,1.2401815444e-05
7800,7.8,0.000139795566526,4.7636929421e-05,0.000187432495947,0.045414136768,1.48070990936e-10,1.25870447239e-05
7900,7.9,0.000168998131286,1.82470683298e-05,0.000187245199616,0.0463680291468,1.55156205833e-10,1.23823329731e-05
8000,8,0.000133334715745,5.39151594918e-05,0.000187249875236,0.046344216409,1.60493210208e-10,1.24676372728e-05
8100,8.1,0.00017484880166,1.2177853656e-05,0.000187026655316,0.0474810661284,1.38556146645e-10,1.22376790345e-05
8200,8.2,0.000127776154223,5.92889703254e-05,0.000187065124548,0.047285143938,1.27870770776e-10,1.2285848097e-05
8300,8.3,0.000179672667691,7.13917240224e-06,0.000186811840093,0.0485751110733,1.61311757345e-10,1.2090552337e-05
8400,8.4,0.000123359554055,6.35182547671e-05,0.000186877808822,0.0482391350977,2.08860940072e-10,1.20599599009e-05
8500,8.5,0.000183256055024,3.34527464765e-06,0.000186601329671,0.0496472318495,2.10235090914e-10,1.18470072571e-05
8600,8.6,0.000120266007708,6.64211591751e-05,0.000186687166884,0.0492100665174,2.20801394703e-10,1.17565105481e-05
8700,8.7,0.000185443496563,9.52077207127e-07,0.00018639557377,0.0506951380476,1.98045359595e-10,1.15672212901e-05
8800,8.8,0.000118621570561,6.78713770402e-05,0.000186492947601,0.0501992171992,1.80505169282e-10,1.14355595243e-05
8900,8.9,0.000186141913999,5.28650551773e-08,0.000186194779054,0.0517177771404,1.75871959136e-10,1.12193909738e-05
9000,9,0.000118483055055,6.78117508742e-05,0.000186294805929,0.0512083444498,1.9785923155e-10,1.10136950564e-05
9100,9.1,0.000185325675997,6.73320897318e-07,0.000185998996895,0.0527148874912,1.6951471328e-10,1.08115158117e-05
9200,9.2,0.000119843435779,6.62494443695e-05,0.000186092880148,0.052236744006,1.73325477512e-10,1.06055131358e-05
9300,9.3,0.000183037704485,2.77040176425e-06,0.000185808106249,0.0536870855633,1.49695528226e-10,1.0356772028e-05
9400,9.4,0.000122626997046,6.32602534782e-05,0.000185887250524,0.0532840070825,1.48575480869e-10,1.00729743602e-05
9500,9.5,0.00017938371534,6.23808566297e-06,0.000185621801003,0.0546359303929,1.55965798119e-10,9.83274376714e-06
9600,9.6,0.000126698063362,5.89804351436e-05,0.000185678498506,0.0543471723818,1.26647545412e-10,9.58013052309e-06
9700,9.7,0.00017453354073,1.0906030564e-05,0.000185439571294,0.0555640186765,8.86045964329e-11,9.27413973821e-06
9800,9.8,0.000131862485168,5.36044751608e-05,0.000185466960329,0.0554245274708,8.38346768818e-11,8.9488907902e-06
9900,9.9,0.000168703058493,1.6557798701e-05,0.000185260857194,0.0564742021173,6.96128052721e-11,8.64949976276e-06
10000,10,0.000137882369184,4.73713449006e-05,0.000185253714085,0.0565105816727,8.02611768749e-11,8.37013404991e-06
10100,10.1,0.00016215719017,2.29276932669e-05,0.000185084883437,0.057370429101,7.17976713932e-11,7.99683600124e-06
10200,10.2,0.000144479109508,4.05600707114e-05,0.000185039180219,0.0576031936768,9.31179467303e-11,7.65435684551e-06
10300,10.3,0.000155182546432,2.9728269622e-05,0.000184910816054,0.0582569470047,5.92490027063e-11,7.28713941956e-06
10400,10.4,0.000151355949195,3.34687310813e-05,0.000184824680276,0.0586956329172,1.0452988606e-10,6.98852625797e-06
10500,10.5,0.000148090806707,3.66469719479e-05,0.000184737778655,0.0591382192382,1.11812203448e-10,6.55596651986e-06
10600,10.6,0.000158198377004,2.64123241397e-05,0.000184610701143,0.0597854196913,1.04549731303e-10,6.20275373295e-06
10700,10.7,0.000141189080974,4.33757160182e-05,0.000184564796992,0.0600192076131,9.88535008027e-11,5.77498721078e-06
10800,10.8,0.000164703425652,1.96951490048e-05,0.000184398574657,0.0608657710164,1.18857441012e-10,5.45276771376e-06
10900,10.9,0.000134779969719,4.96111158519e-05,0.000184391085571,0.060903912618,1.23365916527e-10,4.98372381075e-06
11000,11,0.000170575681892,1.36129899804e-05,0.000184188671872,0.0619347971201,1.52260835749e-10,4.61112710192e-06
11100,11.1,0.000129138142605,5.50774145008e-05,0.000184215557106,0.0617978717495,1.8359428137e-10,4.14405504342e-06
11200,11.2,0.000175558648022,8.4235429264e-06,0.000183982190949,0.0629863958289,2.01696823973e-10,3.78677791763e-06
11300,11.3,0.000124504234374,5.95336035912e-05,0.000184037837965,0.0627029879015,2.37457097952e-10,3.31090330158e-06
11400,11.4,0.0001794280872,4.35126925346e-06,0.000183779356454,0.0640194234286,2.49094914164e-10,2.90350112027e-06
11500,11.5,0.000121073410648,6.27834522115e-05,0.00018385686286,0.0636246865446,2.55172589943e-10,2.42542727025e-06
11600,11.6,0.000182017871809,1.56311821358e-06,0.000183580990022,0.0650296953686,2.64633736369e-10,2.02143019359e-06
11700,11.7,0.000118983717471,6.4689002877e-05,0.000183672720348,0.0645625166551,2.70699022748e-10,1.56588728352e-06
11800,11.8,0.000183214350348,1.72797146629e-07,0.000183387147495,0.0660169272543,3.10206960825e-10,1.11176614871e-06
11900,11.9,0.000118317435749,6.51671555108e-05,0.00018348459126,0.065520650232,2.89107440098e-10,6.48973136245e-07
12000,12,0.000182969605734,2.28601307522e-07,0.000183198207041,0.0669791930825,3.1242646742e-10,1.93260181974e-07
12100,12.1,0.000119088298844,6.42047813396e-05,0.000183293080183,0.0664960081381,3.16098264736e-10,2.24665859294e-07
12200,12.2,0.000181299642969,1.71435630112e-06,0.00018301399927,0.0679173555591,3.22726050762e-10,7.25808833377e-07
12300,12.3,0.000121251727528,6.18458983959e-05,0.000183097625924,0.067491448507,3.09703759154e-10,1.15691904967e-06
12400,12.4,0.00017828178571,4.55256852464e-06,0.000182834354235,0.0688322802069,2.86869508466e-10,1.65834480234e-06
12500,12.5,0.00012469743953,5.82018523944e-05,0.000182899291924,0.0685015552736,2.84717052327e-10,2.03455798074e-06
12600,12.6,0.000174056841866,8.60212336792e-06,0.000182658965234,0.0697255290531,2.91527699803e-10,2.56845686219e-06
12700,12.7,0.000129262358786,5.34355376508e-05,0.000182697896436,0.0695272540686,3.09058170506e-10,2.96519461895e-06
12800,12.8,0.000168812724959,1.36743820722e-05,0.000182487107031,0.0706007956928,3.1314716659e-10,3.4943822745e-06
12900,12.9,0.000134733659516,4.77610190293e-05,0.000182494678545,0.0705622342905,2.96483157208e-10,3.83646792299e-06
13000,13,0.000162787248909,1.95310783109e-05,0.00018231832722,0.0714603842132,2.95010825888e-10,4.37725347237e-06
13100,13.1,0.0001408593255,4.14305123839e-05,0.000182289837884,0.0716054792113,2.88433485497e-10,4.74860612676e-06
13200,13.2,0.000156245321296,2.59061835361e-05,0.000182151504832,0.0723100036577,2.56753767862e-10,5.27903327856e-06
13300,13.3,0.000147362374366,3.47223001807e-05,0.000182084674547,0.0726503675082,2.75014644879e-10,5.60098152487e-06
13400,13.4,0.000149477063262,3.25091082095e-05,0.000181986171472,0.0731520395491,2.66252645589e-10,6.118638451e-06
13500,13.5,0.000153947424897,2.79322084756e-05,0.000181879633373,0.0736946336307,2.67157355802e-10,6.47838921884e-06
13600,13.6,0.000142777630248,3.90432977955e-05,0.000181820928043,0.073993617419,2.56624772406e-10,6.98133662403e-06
13700,13.7,0.000160321840445,2.13540261318e-05,0.000181675866577,0.074732409403,2.38042874278e-10,7.29657830282e-06
13800,13.8,0.00013643696542,4.5218450655e-05,0.000181655416075,0.0748365629517,2.74470838818e-10,7.76550854333e-06
13900,13.9,0.000166199907377,1.52741234854e-05,0.000181474030862,0.0757603502536,2.62762178789e-10,8.12325060286e-06
14000,14,0.00013072894772,5.07593367704e-05,0.00018148828449,0.075687757123,2.46182879373e-10,8.5757769098e-06
14100,14.1,0.000171323802648,9.95117880273e-06,0.000181274981451,0.0767741005818,2.50961865969e-10,8.89060096332e-06
14200,14.2,0.000125892859427,5.54264405996e-05,0.000181319300026,0.0765483879309,2.46382852579e-10,9.296581155e-06
14300,14.3,0.000175467856948,5.61149698927e-06,0.000181079353937,0.07777042333,2.27983025516e-10,9.65045847414e-06
14400,14.4,0.00012213407288,5.90133016793e-05,0.000181147374559,0.0774239971468,2.44831139121e-10,1.00417934499e-05
14500,14.5,0.00017845292847,2.43476702064e-06,0.00018088769549,0.0787465317821,2.47094182466e-10,1.03511984083e-05
14600,14.6,0.000119601519269,6.13710149155e-05,0.000180972534184,0.0783144518639,2.79281307925e-10,1.06941464437e-05
14700,14.7,0.000180151973787,5.48485135006e-07,0.000180700458922,0.079700119796,2.80678140882e-10,1.10282961261e-05
14800,14.8,0.000118397432337,6.23966425961e-05,0.000180794074933,0.079223337364,2.62730308511e-10,1.13624751965e-05
14900,14.9,0.000180494375329,2.33875579511e-08,0.000180517762887,0.0806305830589,2.74263522932e-10,1.1649915646e-05
15000,15,0.000118557349955,6.20548769297e-05,0.000180612226885,0.0801494818688,2.95804807849e-10,1.1941840836e-05
15100,15.1,0.000179471679225,8.68104068032e-07,0.000180339783293,0.0815370256909,2.72236535813e-10,1.22297835173e-05
15200,15.2,0.000120064375638,6.0362441309e-05,0.000180426816947,0.0810937669308,2.64283637386e-10,1.25228682631e-05
15300,15.3,0.00017713276569,3.0334809518e-06,0.000180166246642,0.0824208405975,2.79162596543e-10,1.27643192034e-05
15400,15.4,0.000122836973218,5.74013019795e-05,0.000180238275197,0.0820540021752,2.86917074946e-10,1.3023116739e-05
15500,15.5,0.000173586293892,6.41065229828e-06,0.00017999694619,0.083283080716,2.86725173272e-10,1.32363081415e-05
15600,15.6,0.00012674418788,5.33026178165e-05,0.000180046805697,0.0830291483356,3.08189657708e-10,1.35086680411e-05
15700,15.7,0.000168990832283,1.08404265129e-05,0.000179831258796,0.0841269196846,3.10298685713e-10,1.36800705848e-05
15800,15.8,0.000131602842405,4.8250283301e-05,0.000179853125706,0.0840155524252,3.64973642487e-10,1.39212604179e-05
15900,15.9,0.000163550709595,1.6117996392e-05,0.000179668705987,0.0849547943418,3.52759970336e-10,1.40395879257e-05
16000,16,0.000137192680438,4.24650338458e-05,0.000179657714283,0.0850107746307,3.51877777747e-10,1.43056116211e-05
16100,16.1,0.000157505494054,2.20029090097e-05,0.000179508403064,0.0857712104285,3.46050157783e-10,1.43917057294e-05
16200,16.2,0.000143260561067,3.62009030845e-05,0.000179461464152,0.0860102683446,3.43577443897e-10,1.46206652689e-05
16300,16.3,0.0001511181982,2.82314615316e-05,0.000179349659731,0.0865796835819,3.70948524456e-10,1.46410306802e-05
16400,16.4,0.000149536490843,2.97285122176e-05,0.00017926500306,0.0870108364656,3.87609279628e-10,1.48999118688e-05
16500,16.5,0.000144667168824,3.45243797683e-05,0.000179191548592,0.0873849369998,3.59022085013e-10,1.49015962662e-05
16600,16.6,0.0001557403465,2.3329052329e-05,0.000179069398829,0.0880070406368,3.47976484146e-10,1.51087732868e-05
16700,16.7,0.000138428439051,4.06048911178e-05,0.000179033330169,0.0881907368135,3.3864774997e-10,1.50486287253e-05
16800,16.8,0.000161599667316,1.72755150991e-05,0.000178875182415,0.0889961767095,3.23122308929e-10,1.52801316515e-05
16900,16.9,0.000132670665019,4.62034322747e-05,0.000178874097294,0.0890017031861,3.17526150377e-10,1.52175937786e-05
17000,17,0.000166854814549,1.18286426208e-05,0.00017868345717,0.0899726253661,3.06090055938e-10,1.53784629478e-05
17100,17.1,0.000127636320332,5.10769425412e-05,0.000178713262874,0.0898208261629,3.03876695449e-10,1.52728197354e-05
17200,17.2,0.000171277758481,7.21684968809e-06,0.000178494608169,0.0909344254267,2.90105744475e-10,1.54403044129e-05
17300,17.3,0.000123538152,5.50119394647e-05,0.000178550091464,0.0906518513266,2.69137194484e-10,1.53500718265e-05
17400,17.4,0.000174673616591,3.63591472201e-06,0.000178309531313,0.0918770141152,2.4803619125e-10,1.54303353929e-05
17500,17.5,0.00012054480001,5.78394061873e-05,0.000178384206198,0.0914966980517,2.64391547323e-10,1.53231184346e-05
17600,17.6,0.000176897423597,1.23093705881e-06,0.000178128360656,0.0927997086947,2.72591467022e-10,1.53835544985e-05
17700,17.7,0.000118777125745,5.94379727114e-05,0.000178215098456,0.0923579567053,2.72113470072e-10,1.53095475062e-05
17800,17.8,0.000177852425972,9.92455626471e-08,0.000177951671534,0.0936995790025,2.84729516331e-10,1.52745900811e-05
17900,17.9,0.000118302233754,5.97405758065e-05,0.00017804280956,0.0932354168489,2.94015111395e-10,1.52067742353e-05
18000,18,0.000177500886272,2.78439854689e-07,0.000177779326126,0.0945773269587,2.84214486903e-10,1.51246656565e-05
18100,18.1,0.000119129371511,5.87376147671e-05,0.000177866986278,0.0941308774701,2.92770613638e-10,1.51053243608e-05
18200,18.2,0.000175860377964,1.75102934458e-06,0.000177611407309,0.0954325304744,2.88396874468e-10,1.49314677186e-05
18300,18.3,0.000121213321386,5.64748030688e-05,0.000177688124455,0.0950418132582,3.08690181197e-10,1.49294367221e-05
18400,18.4,0.000173006044548,4.44154918505e-06,0.000177447593733,0.0962668261652,3.05755047657e-10,1.46899762716e-05
18500,18.5,0.000124451475995,5.30546487025e-05,0.000177506124698,0.0959687304076,3.07474334928e-10,1.47454256345e-05
18600,18.6,0.000169065827531,8.22166769431e-06,0.000177287495225,0.0970822011708,3.09220643035e-10,1.44298567505e-05
18700,18.7,0.000128694302352,4.86275625995e-05,0.000177321864952,0.0969071575887,2.80930901984e-10,1.44972308586e-05
18800,18.8,0.000164213922498,1.29167016639e-05,0.000177130624161,0.0978811389361,2.67911068099e-10,1.41141746848e-05
18900,18.9,0.000133746359379,4.33890696818e-05,0.000177135429061,0.0978566677825,2.41942810697e-10,1.4237725186e-05
19000,19,0.000158665051026,1.83111455054e-05,0.000176976196532,0.0986676323963,2.24902687316e-10,1.38038581145e-05
19100,19.1,0.000139379555507,3.75684845823e-05,0.00017694804009,0.0988110319779,2.40166863324e-10,1.39192049699e-05
19200,19.2,0.000152661848118,2.41618776589e-05,0.000176823725776,0.0994441595761,2.53664836179e-10,1.34347137976e-05
19300,19.3,0.000145340429317,3.14195068328e-05,0.00017675993615,0.0997690374783,2.64000110668e-10,1.35923343123e-05
19400,19.4,0.000146466940614,3.0205172651e-05,0.000176672113265,0.100216315755,2.58532542599e-10,1.30886479048e-05
19500,19.5,0.000151361784186,2.52106126427e-05,0.000176572396828,0.100724167398,2.6936772455e-10,1.32099277368e-05
19600,19.6,0.000140349302005,3.61716384543e-05,0.000176520940459,0.100986232534,2.68252844229e-10,1.2686491168e-05
19700,19.7,0.000157176502126,1.92093188131e-05,0.000176385820939,0.1016743906,2.63578944678e-10,1.28248710384e-05
19800,19.8,0.000134572702828,4.17963304294e-05,0.000176369033257,0.101759889561,2.41633077573e-10,1.23165632102e-05
19900,19.9,0.000162524903129,1.36764473523e-05,0.000176201350481,0.102613890928,2.630516878e-10,1.23913395465e-05
20000,20,0.000129386209826,4.68298936786e-05,0.000176216103505,0.102538754393,2.78775202315e-10,1.18982609754e-05
20100,20.1,0.000167172447332,8.84692377497e-06,0.000176019371107,0.103540704268,2.69795049203e-10,1.1959585867e-05
20200,20.2,0.000125008443049,5.10525726089e-05,0.000176061015657,0.103328610315,2.64367299113e-10,1.15149477168e-05
20300,20.3,0.000170912422277,4.92830401797e-06,0.000175840726295,0.104450534826,2.45808849622e-10,1.14938833306e-05
20400,20.4,0.000121626243509,5.42774854982e-05,0.000175903729007,0.104129664647,2.74308163026e-10,1.10920840208e-05
20500,20.5,0.000173583178511,2.08257334544e-06,0.000175665751856,0.105341672323,2.68038063858e-10,1.10309033755e-05
20600,20.6,0.000119375422017,5.63679351792e-05,0.000175743357196,0.104946431573,2.95015497954e-10,1.07055741987e-05
20700,20.7,0.000175067024189,4.27781761056e-07,0.00017549480595,0.106212292673,3.1162801383e-10,1.05558127552e-05
20800,20.8,0.000118349199577,5.72308305127e-05,0.000175580030089,0.105778249698,3.29548393409e-10,1.02851452504e-05
20900,20.9,0.000175302571804,2.55250522723e-08,0.000175328096856,0.10706133512,3.15383554628e-10,1.00816483428e-05
21000,21,0.000118577996426,5.68353026429e-05,0.000175413299069,0.106627403811,3.32384894672e-10,9.9055241827e-06
21100,21.1,0.000174281233455,8.8428636049e-07,0.000175165519815,0.107889333188,3.22696509237e-10,9.62019770768e-06
21200,21.2,0.00012004618085,5.51973498404e-05,0.00017524353069,0.107492027064,3.42235878932e-10,9.4923149809e-06
21300,21.3,0.000172051758154,2.95533954016e-06,0.000175007097694,0.108696170427,3.35753235795e-10,9.15832743643e-06
21400,21.4,0.000122674732123,5.23959351335e-05,0.000175070667256,0.108372413304,3.61324235236e-10,9.12891378148e-06
21500,21.5,0.0001687149551,6.13730080601e-06,0.000174852255906,0.109484773175,3.48607792287e-10,8.73053083604e-06
21600,21.6,0.000126342663803,4.85526492876e-05,0.00017489531309,0.109265484739,3.39360403133e-10,8.72872194859e-06
21700,21.7,0.000164420515964,1.02803607652e-05,0.000174700876729,0.110255740994,3.22237532824e-10,8.30480386724e-06
21800,21.8,0.000130876272369,4.38415534905e-05,0.000174717825859,0.110169419783,3.06231437545e-10,8.38964649007e-06
21900,21.9,0.000159359436781,1.51926128933e-05,0.000174552049674,0.111013710963,3.29876308449e-10,7.92631779019e-06
22000,22,0.000136070918645,3.84680217114e-05,0.000174538940357,0.111080476167,2.96418163043e-10,8.01216983575e-06
22100,22.1,0.000153755649409,2.06498055615e-05,0.00017440545497,0.111760311658,2.82119512907e-10,7.55707571243e-06
22200,22.2,0.000141688913091,3.26703444431e-05,0.000174359257534,0.111995593268,3.11459336843e-10,7.70444527429e-06
22300,22.3,0.000147855451959,2.6404593684e-05,0.000174260045643,0.112500875279,2.78825362341e-10,7.23937373391e-06
22400,22.4,0.000147478263554,2.67013991807e-05,0.000174179662734,0.112910262072,2.92823154679e-10,7.36406563747e-06
22500,22.5,0.000141917716101,3.21976676727e-05,0.000174115383774,0.113237632131,3.09734685798e-10,6.94048912327e-06
22600,22.6,0.000153178630949,2.08221553196e-05,0.000174000786269,0.113821272431,3.16627296064e-10,7.09494579879e-06
22700,22.7,0.000136199952222,3.77704581599e-05,0.000173970410382,0.11397597555,3.34579990573e-10,6.69243491867e-06
22800,22.8,0.000158535314113,1.52881846771e-05,0.00017382349879,0.114724190145,3.29887280164e-10,6.80947473007e-06
